SquareFeet,Bedrooms,Bathrooms,YearBuilt,Neighborhood_Rural,Neighborhood_Suburb,Neighborhood_Urban,Price
2260,2,3,1985,0.0,0.0,1.0,219887.68706045696
2510,4,3,1964,0.0,1.0,0.0,278599.7293405918
2360,3,3,1966,0.0,0.0,1.0,369079.5187361347
1137,2,3,2008,0.0,0.0,1.0,150159.42461249302
2354,2,2,1980,0.0,1.0,0.0,219112.10197414944
1000,3,3,1956,0.0,1.0,0.0,77557.12400440802
2342,4,2,2012,0.0,0.0,1.0,310358.5920240105
2990,5,1,2016,0.0,1.0,0.0,377946.4056615464
2434,5,3,1961,0.0,0.0,1.0,234064.51365009736
1935,3,1,2002,0.0,1.0,0.0,176508.47514546313
2671,4,3,1988,1.0,0.0,0.0,301400.87618549453
2561,2,3,1991,0.0,0.0,1.0,272105.32944203395
2866,3,1,2018,0.0,0.0,1.0,324670.4522969717
2621,3,2,1958,0.0,1.0,0.0,262958.9509506617
1632,5,3,2005,0.0,0.0,1.0,193895.20631722617
1987,2,2,2003,1.0,0.0,0.0,229637.00692838136
1393,5,1,1996,0.0,1.0,0.0,95999.29900059129
1848,3,3,1963,1.0,0.0,0.0,182693.2466079834
2802,3,3,1989,0.0,1.0,0.0,238083.80780845624
1215,2,1,1989,0.0,1.0,0.0,42682.2472922562
1389,2,1,2007,0.0,0.0,1.0,244621.394103595
2994,2,1,2002,0.0,1.0,0.0,334395.82810782024
1723,3,3,1978,1.0,0.0,0.0,228232.34116354445
2727,4,1,2011,0.0,0.0,1.0,380395.9158913442
1924,3,3,1988,0.0,0.0,1.0,152413.33873073178
2548,5,3,1985,1.0,0.0,0.0,391360.3902821948
2178,5,2,1999,1.0,0.0,0.0,211088.74809305609
1691,4,2,2021,0.0,0.0,1.0,253904.64796608564
1136,3,2,1960,1.0,0.0,0.0,195632.9699441453
2425,5,2,2003,0.0,1.0,0.0,299456.6408168104
1972,2,3,1966,0.0,0.0,1.0,294960.4870525019
1877,2,3,1964,1.0,0.0,0.0,173924.39759129944
1391,3,2,2001,0.0,0.0,1.0,140858.1040615813
1904,5,1,1980,1.0,0.0,0.0,214377.6480430972
1931,4,2,1998,1.0,0.0,0.0,156763.9840281005
2483,3,2,2013,0.0,0.0,1.0,332656.52798827115
2450,4,2,2003,1.0,0.0,0.0,300663.69005148497
2896,3,1,1950,1.0,0.0,0.0,266140.4454946584
2600,2,3,1952,0.0,0.0,1.0,234302.22563888232
1514,2,1,1969,0.0,0.0,1.0,129252.02044600264
1604,4,2,1989,1.0,0.0,0.0,225574.863939326
1775,4,2,1969,0.0,0.0,1.0,164004.93487009234
1115,4,2,1963,0.0,0.0,1.0,180254.748861198
2515,3,2,2006,0.0,1.0,0.0,348494.075395742
2124,3,1,2019,1.0,0.0,0.0,276060.6731009779
1716,5,2,1959,1.0,0.0,0.0,157996.5874968265
2171,4,2,1980,0.0,0.0,1.0,298965.72395276604
2744,2,2,1992,0.0,1.0,0.0,343444.35376779514
1950,4,3,2013,0.0,1.0,0.0,230751.60475472733
2807,5,1,1971,1.0,0.0,0.0,386144.2452136474
2287,2,3,1993,1.0,0.0,0.0,157200.24961745867
1047,3,1,1996,1.0,0.0,0.0,29699.0397702754
2017,5,2,1965,0.0,0.0,1.0,198486.15130012415
1234,2,3,1967,0.0,0.0,1.0,152877.63190819195
1643,3,2,2018,0.0,0.0,1.0,143353.91971341745
2283,5,2,1958,1.0,0.0,0.0,233116.25194136176
1117,3,2,2018,0.0,0.0,1.0,119088.50739620648
1070,2,2,1992,0.0,0.0,1.0,111628.68304872813
1513,3,2,2005,1.0,0.0,0.0,153321.84651120513
1292,4,1,2019,0.0,0.0,1.0,181428.4818041433
2092,4,1,1997,0.0,0.0,1.0,259864.87204416905
1278,3,3,1992,0.0,1.0,0.0,114850.94669749917
2929,2,3,2002,1.0,0.0,0.0,277214.7658258671
2552,3,1,2012,1.0,0.0,0.0,274687.1510207839
2058,4,3,1959,1.0,0.0,0.0,202561.03093596463
2553,4,1,1976,1.0,0.0,0.0,199094.15821880175
2604,4,2,1953,0.0,1.0,0.0,230005.57800810528
1524,4,2,1967,0.0,0.0,1.0,199556.57717718775
1658,4,1,1973,0.0,1.0,0.0,200254.7187053508
1948,3,2,2002,0.0,0.0,1.0,336233.2188895695
2311,5,3,2020,0.0,1.0,0.0,301672.9531169562
1668,4,2,2009,1.0,0.0,0.0,272866.0820525172
1782,5,2,2003,0.0,0.0,1.0,299249.12337081286
1636,2,2,1951,0.0,1.0,0.0,195070.3916190394
1461,3,1,1960,1.0,0.0,0.0,88446.47500041734
1586,4,2,1996,0.0,1.0,0.0,234537.6253437164
1222,5,2,1994,1.0,0.0,0.0,226409.40900208303
2826,5,3,1976,0.0,0.0,1.0,344945.44503599085
2201,2,3,1974,1.0,0.0,0.0,252581.58499798976
1163,2,3,1963,0.0,0.0,1.0,177524.03853106685
2234,2,2,2017,1.0,0.0,0.0,262911.00711837737
1662,4,2,2021,0.0,1.0,0.0,102043.57175933452
2480,3,2,1964,0.0,1.0,0.0,215851.30587687957
2307,3,1,1960,0.0,1.0,0.0,234970.91173635004
2469,5,2,1960,1.0,0.0,0.0,282968.96729603177
1582,3,1,1967,1.0,0.0,0.0,160845.9820011063
2818,5,2,2006,0.0,1.0,0.0,373740.1195763185
1202,2,1,1952,0.0,0.0,1.0,66949.4602836677
1043,4,1,1967,1.0,0.0,0.0,144913.94421094662
2952,3,3,2001,1.0,0.0,0.0,289062.4435412551
2384,2,1,2010,0.0,0.0,1.0,241732.3100185927
1054,2,3,1971,0.0,1.0,0.0,66851.21596222353
1153,4,2,1992,0.0,1.0,0.0,207805.474131546
2556,2,2,2000,1.0,0.0,0.0,353202.60866877966
1681,3,3,1989,0.0,0.0,1.0,305068.84292997234
1557,5,1,2011,0.0,0.0,1.0,136719.96091148557
2073,5,2,1982,1.0,0.0,0.0,238697.24333080277
1404,4,3,1997,0.0,1.0,0.0,161475.22042307985
1824,4,2,1960,0.0,1.0,0.0,198993.9174358021
1078,4,2,2005,0.0,1.0,0.0,118139.2825145994
2556,3,2,1955,0.0,0.0,1.0,282852.21304431825
2409,5,1,1979,1.0,0.0,0.0,286223.4395788689
2779,3,2,1980,0.0,1.0,0.0,406961.9707746939
2352,5,2,1991,1.0,0.0,0.0,334614.80223832733
1448,5,2,1952,0.0,0.0,1.0,114990.29295886312
1502,3,2,1958,0.0,1.0,0.0,166076.50821633718
2182,5,2,1977,0.0,1.0,0.0,338089.43254619325
2454,3,1,1976,0.0,1.0,0.0,287275.25987991464
1974,4,1,1973,1.0,0.0,0.0,286412.5022263134
1274,3,2,2006,1.0,0.0,0.0,203316.45843560435
2360,4,1,2005,1.0,0.0,0.0,227391.17329425015
1549,3,3,1954,0.0,0.0,1.0,180204.98928305504
2198,4,3,2013,0.0,1.0,0.0,207398.47319618808
2508,2,3,2005,0.0,1.0,0.0,271294.82818211074
2488,5,2,2017,0.0,0.0,1.0,274514.76130014646
2555,3,2,1956,0.0,0.0,1.0,306549.0476345401
2005,5,2,2000,0.0,0.0,1.0,138154.05028147117
2588,2,3,2008,0.0,1.0,0.0,301251.98030821525
2017,3,2,1980,1.0,0.0,0.0,222922.25825078716
1388,5,1,1978,0.0,0.0,1.0,178038.7173342208
2261,3,2,1968,0.0,1.0,0.0,219483.1295203642
1100,3,3,1996,0.0,0.0,1.0,66388.22721945627
2706,2,3,1982,0.0,1.0,0.0,288428.3848116405
2346,4,2,2000,0.0,0.0,1.0,315622.7613961024
2135,4,2,2012,0.0,1.0,0.0,190233.6668152854
1021,2,3,1956,0.0,0.0,1.0,110941.8019673705
2686,4,2,1961,0.0,0.0,1.0,361290.668319878
1696,4,1,2015,0.0,0.0,1.0,244706.58312272167
2198,5,1,1972,0.0,1.0,0.0,289647.10372519895
2570,5,3,1998,1.0,0.0,0.0,315957.3211151864
2774,3,3,2008,0.0,1.0,0.0,408713.01008836005
1359,4,3,1981,1.0,0.0,0.0,194201.14918315224
2854,4,1,2017,1.0,0.0,0.0,301546.2991683806
2810,2,2,1996,0.0,1.0,0.0,285153.49687134847
2888,5,3,1983,0.0,1.0,0.0,371060.5593296417
1212,4,3,2013,1.0,0.0,0.0,177603.26197801984
1122,3,3,2017,0.0,1.0,0.0,137419.4417052394
2731,3,3,1983,1.0,0.0,0.0,270538.86965119024
2344,3,3,1966,0.0,0.0,1.0,222648.83839780747
2842,4,3,2008,0.0,0.0,1.0,367947.950185989
2838,5,1,2008,0.0,1.0,0.0,434857.7630938774
1786,2,3,1966,0.0,1.0,0.0,273935.9014433445
2906,2,3,1952,0.0,0.0,1.0,391709.9160853772
2872,2,3,1970,1.0,0.0,0.0,274544.9935865069
2921,3,1,1988,0.0,1.0,0.0,227982.53134482692
1620,5,2,1970,0.0,1.0,0.0,252637.8296012693
1869,2,2,2010,0.0,1.0,0.0,101466.0742687624
1446,3,2,2019,0.0,0.0,1.0,212096.249914556
2451,4,2,1995,0.0,0.0,1.0,324514.0023977263
1224,3,1,2019,0.0,0.0,1.0,216433.1278781796
2583,5,2,1998,1.0,0.0,0.0,298466.23379891185
1646,5,1,1966,0.0,0.0,1.0,222341.3222428337
2587,3,3,1998,0.0,0.0,1.0,216159.45753864635
1824,2,2,2001,0.0,1.0,0.0,111350.5533921306
1230,4,2,1952,1.0,0.0,0.0,154494.04756097274
1215,2,2,1965,0.0,1.0,0.0,113021.49168620388
1906,2,3,2009,0.0,1.0,0.0,238660.22171572543
2605,4,1,1978,0.0,0.0,1.0,325792.70290019794
2585,5,3,2005,1.0,0.0,0.0,214235.3682216386
2914,5,1,1951,1.0,0.0,0.0,314416.8854513791
2903,2,1,2017,0.0,1.0,0.0,380939.8648808005
1179,4,3,2002,1.0,0.0,0.0,205009.09130499547
2843,3,2,1984,0.0,1.0,0.0,224073.4811481539
1086,5,1,2020,1.0,0.0,0.0,145844.56904868662
1469,3,3,2006,1.0,0.0,0.0,399005.7361807445
2241,2,3,2008,1.0,0.0,0.0,217512.03715432365
1526,2,3,1972,0.0,0.0,1.0,155354.4181614118
2351,4,3,1968,1.0,0.0,0.0,295657.2917517961
1507,2,1,1961,1.0,0.0,0.0,191360.44824038312
2043,4,2,1978,0.0,0.0,1.0,286974.3750459356
2184,3,1,1982,0.0,0.0,1.0,170993.0640192323
2888,3,2,1964,1.0,0.0,0.0,261597.9917174292
1925,5,3,2016,0.0,0.0,1.0,252789.95890768955
2735,4,2,1954,1.0,0.0,0.0,271855.0361898311
1405,5,3,2009,0.0,0.0,1.0,203506.21111613177
1954,4,1,1953,0.0,0.0,1.0,177609.97166081425
1197,4,3,2001,1.0,0.0,0.0,206467.25691654047
2327,2,2,2009,0.0,1.0,0.0,239804.019842002
2425,5,3,1984,0.0,1.0,0.0,229811.02431819023
1533,5,1,1958,0.0,0.0,1.0,212994.2712792268
2996,4,1,2012,0.0,1.0,0.0,353516.14605887706
1379,5,3,1992,0.0,1.0,0.0,112561.1638293264
1857,3,1,1974,0.0,1.0,0.0,199835.67488503573
1481,4,2,1999,0.0,0.0,1.0,102076.66316041871
1295,4,3,1967,1.0,0.0,0.0,95835.75542578509
1149,2,2,2004,0.0,1.0,0.0,164878.31988068076
1071,5,3,1983,0.0,0.0,1.0,109603.18321929922
1422,2,3,2010,1.0,0.0,0.0,184685.31842666143
1281,4,1,2009,0.0,0.0,1.0,102904.57867575272
1607,4,2,2006,0.0,1.0,0.0,130787.51932515803
1650,3,3,1975,0.0,1.0,0.0,228062.5457487472
2924,4,2,1972,0.0,1.0,0.0,353941.0309713694
1943,4,2,2014,0.0,1.0,0.0,231573.55231604964
2001,4,2,2015,0.0,0.0,1.0,191810.08141756745
2989,5,1,1963,0.0,0.0,1.0,260583.8227368485
2008,5,2,1999,0.0,0.0,1.0,162594.55090548645
1855,3,2,1965,0.0,0.0,1.0,216931.1313457672
1876,4,2,1955,0.0,0.0,1.0,184084.67785649927
2655,5,1,1992,0.0,1.0,0.0,271811.421184148
1499,3,3,1981,1.0,0.0,0.0,190186.76712174396
1798,2,1,2000,1.0,0.0,0.0,140315.82766792
1141,5,1,1952,0.0,0.0,1.0,108040.29096404435
1635,4,1,1950,0.0,1.0,0.0,107720.48198069113
2378,4,3,2019,1.0,0.0,0.0,312226.1967737028
2999,2,1,1989,0.0,0.0,1.0,334732.6740344337
1543,2,2,1983,1.0,0.0,0.0,144894.04849146013
2083,3,1,2008,0.0,0.0,1.0,170662.4356576401
2599,2,3,1993,0.0,0.0,1.0,312816.279662519
2871,5,1,1995,0.0,1.0,0.0,300246.6206211059
2091,2,2,1961,0.0,1.0,0.0,190090.34410651945
1195,2,3,1987,0.0,0.0,1.0,94964.03208943226
1783,3,2,2016,0.0,0.0,1.0,153279.36381990334
2679,2,1,2000,0.0,1.0,0.0,300187.1151502675
2633,4,3,1957,1.0,0.0,0.0,293014.6741809946
2605,2,2,1965,1.0,0.0,0.0,330897.81811008544
2743,4,1,2000,0.0,1.0,0.0,282681.02428906795
2764,5,3,2000,0.0,1.0,0.0,393864.7194498392
2317,2,1,1962,1.0,0.0,0.0,173297.6935781971
2263,4,1,1966,0.0,1.0,0.0,252329.91067212645
1999,2,2,1972,1.0,0.0,0.0,95187.5960345742
2336,2,3,1953,0.0,0.0,1.0,293579.3025228907
1699,3,1,1992,0.0,0.0,1.0,208064.58845387227
2104,4,2,2020,0.0,1.0,0.0,345670.4575475381
1964,4,1,1973,1.0,0.0,0.0,305713.28075883887
2179,5,3,1979,1.0,0.0,0.0,268704.7494194825
2465,5,2,1951,1.0,0.0,0.0,188656.8028452344
1125,5,1,1963,1.0,0.0,0.0,163850.77821716684
2433,2,3,1976,0.0,0.0,1.0,257543.67834679468
2823,2,3,2011,0.0,0.0,1.0,342367.01881720364
2315,2,3,1970,0.0,0.0,1.0,263918.43137584947
2994,5,1,1994,0.0,0.0,1.0,299948.35328768904
2711,3,1,1953,1.0,0.0,0.0,363761.5238006983
1891,4,1,2016,0.0,1.0,0.0,294487.17398146016
2863,5,1,1979,0.0,0.0,1.0,310786.21453121986
1951,5,2,1999,0.0,0.0,1.0,169269.32519430097
2405,5,1,1997,0.0,0.0,1.0,318175.01690856094
1462,5,1,2007,1.0,0.0,0.0,205922.86327634388
1227,3,3,1983,0.0,0.0,1.0,171849.5071872024
1705,4,3,1990,1.0,0.0,0.0,204777.79196352352
1803,3,2,2012,0.0,1.0,0.0,202184.67920731165
1722,4,3,2005,0.0,1.0,0.0,150413.64139882586
1054,5,2,1995,0.0,1.0,0.0,164103.41159787323
2408,2,2,1962,1.0,0.0,0.0,232950.98245714145
1258,2,3,2018,0.0,0.0,1.0,169593.8488022995
2272,4,2,1998,0.0,0.0,1.0,173069.16762556718
2308,3,2,2008,0.0,0.0,1.0,305267.80782805633
2626,5,2,1978,0.0,1.0,0.0,360892.70432633697
1350,3,1,2019,1.0,0.0,0.0,206478.476720018
2169,4,2,1997,1.0,0.0,0.0,302116.98842609563
1684,2,2,2011,0.0,0.0,1.0,180172.3150666887
1566,5,3,1981,0.0,1.0,0.0,251244.7991329053
1845,3,3,1962,1.0,0.0,0.0,250912.83869764532
1724,2,3,1971,0.0,0.0,1.0,161809.1949011603
1883,2,3,1993,0.0,0.0,1.0,262501.2925930276
2256,3,3,2016,1.0,0.0,0.0,248975.83529079796
1044,3,1,2009,1.0,0.0,0.0,53323.08067573099
1984,2,2,1990,0.0,0.0,1.0,153931.18706477602
2542,5,2,1971,0.0,0.0,1.0,301409.9854496155
2311,5,3,1952,0.0,0.0,1.0,325548.571643703
2487,5,1,2013,1.0,0.0,0.0,289568.50935223093
2921,3,2,1950,1.0,0.0,0.0,286011.19798780786
1054,5,1,1955,1.0,0.0,0.0,132029.33701685932
2957,5,3,2005,1.0,0.0,0.0,417172.8845713701
2430,2,2,1975,0.0,0.0,1.0,181999.9323641609
2572,3,3,1991,0.0,0.0,1.0,332974.1110857984
2917,4,3,1978,0.0,0.0,1.0,247390.138366224
1136,5,3,1983,1.0,0.0,0.0,160023.21419454095
1426,3,1,1960,1.0,0.0,0.0,120781.5163622662
1920,5,1,2010,1.0,0.0,0.0,205012.274411916
2549,4,2,1979,1.0,0.0,0.0,311183.9384022488
1741,5,1,1997,1.0,0.0,0.0,213100.17890344188
1432,3,3,1954,1.0,0.0,0.0,177245.83777191414
2985,3,3,1995,0.0,1.0,0.0,290647.2783808179
1350,5,1,1952,1.0,0.0,0.0,114075.81794049924
2665,5,3,2009,1.0,0.0,0.0,291723.0372227634
1243,3,3,1966,1.0,0.0,0.0,190850.24120055567
1451,3,3,1996,0.0,0.0,1.0,155126.67591271445
2691,4,2,1959,0.0,1.0,0.0,224321.58401282065
2199,4,3,2016,0.0,1.0,0.0,260427.90315004103
1835,4,3,1958,0.0,1.0,0.0,142277.87450571024
1844,2,3,2011,1.0,0.0,0.0,225565.52710245288
1725,2,1,2018,0.0,0.0,1.0,278012.51246108173
1312,4,3,1956,0.0,1.0,0.0,129099.0979967125
1932,4,3,2012,0.0,0.0,1.0,218931.09988099735
1912,3,3,1968,0.0,0.0,1.0,214010.53089865955
1355,2,3,2001,0.0,1.0,0.0,97337.1984488398
2485,5,1,1960,1.0,0.0,0.0,381482.7991743795
2678,5,1,2013,1.0,0.0,0.0,218049.94599910808
1466,3,3,1962,0.0,0.0,1.0,27888.793075824276
1794,2,3,1961,0.0,0.0,1.0,122812.08620824156
1984,5,3,1965,0.0,0.0,1.0,239564.14914615924
1902,5,3,1976,0.0,1.0,0.0,298781.19256782485
2914,2,1,2006,1.0,0.0,0.0,319112.2220832692
2976,4,2,2012,1.0,0.0,0.0,352084.04725339817
1703,4,1,1989,1.0,0.0,0.0,122166.71697322252
1258,4,1,1989,0.0,1.0,0.0,153841.91336115758
1334,5,1,2003,0.0,1.0,0.0,141704.11005022592
2352,3,2,2000,1.0,0.0,0.0,308486.2995269279
2784,4,1,1995,0.0,0.0,1.0,243507.86232572416
2602,3,1,1998,0.0,1.0,0.0,332919.8801719764
1169,3,3,1980,0.0,0.0,1.0,139054.83898797203
1048,5,3,2020,0.0,1.0,0.0,111288.53981447803
2859,4,1,1983,1.0,0.0,0.0,254752.0183857392
1025,4,3,1999,0.0,0.0,1.0,96920.56785928144
1962,5,2,2005,1.0,0.0,0.0,206093.6693045261
1774,4,3,2007,1.0,0.0,0.0,247539.06091186404
1901,2,1,1977,0.0,1.0,0.0,182680.91448065135
1403,4,1,2009,0.0,0.0,1.0,136868.12900773628
1804,4,3,1978,1.0,0.0,0.0,216771.35995628755
1147,2,3,1967,0.0,0.0,1.0,31096.72521855979
1420,5,3,2015,0.0,1.0,0.0,166901.03211634
1367,3,1,1962,0.0,1.0,0.0,154561.2897399449
2768,5,1,1951,0.0,0.0,1.0,273610.2101553658
2776,3,1,1979,0.0,0.0,1.0,251243.81030024093
2651,3,3,1971,0.0,1.0,0.0,221288.76260035575
2651,3,1,1991,0.0,1.0,0.0,287705.718988612
1484,3,1,1965,0.0,1.0,0.0,136053.37135104538
1026,5,2,2006,0.0,1.0,0.0,91090.55221521344
1142,3,2,1973,0.0,1.0,0.0,66891.74398622209
1530,4,2,2014,0.0,0.0,1.0,191652.27244934769
1645,2,3,1951,0.0,1.0,0.0,81000.90877044402
1738,5,1,2017,0.0,0.0,1.0,170325.18464236055
2197,3,1,2001,1.0,0.0,0.0,210371.11655138555
2809,5,3,1997,0.0,1.0,0.0,401128.76880509255
1010,5,3,1954,0.0,1.0,0.0,122771.42343702886
2935,2,2,1999,0.0,0.0,1.0,311747.58436766925
1429,4,3,2004,0.0,0.0,1.0,148622.74547931526
2596,2,1,2015,0.0,1.0,0.0,186412.10389136028
1202,5,2,1960,0.0,1.0,0.0,119371.0511717896
2355,3,1,1964,0.0,0.0,1.0,290111.9287108067
2973,5,1,2003,0.0,0.0,1.0,349657.79415547766
2831,2,1,2011,1.0,0.0,0.0,295594.9892240989
1888,4,2,2005,1.0,0.0,0.0,133449.33259284857
1212,2,1,1975,1.0,0.0,0.0,60756.86453010829
1839,5,2,1984,1.0,0.0,0.0,206339.17174788305
2749,2,2,1970,0.0,0.0,1.0,295817.2225836241
1582,4,2,1954,0.0,1.0,0.0,214709.60485888028
1834,3,1,1990,0.0,0.0,1.0,245211.0471032443
1707,5,1,1957,0.0,0.0,1.0,156978.9857204947
1520,2,1,1996,0.0,0.0,1.0,190205.3826855153
1287,2,2,2020,0.0,0.0,1.0,185511.44709292863
2159,4,3,2014,1.0,0.0,0.0,269211.2466677269
2862,4,3,1973,0.0,1.0,0.0,338687.21320149605
1927,2,2,1991,1.0,0.0,0.0,252047.68380345768
1452,4,1,1953,1.0,0.0,0.0,176038.5619826318
2973,5,2,1990,0.0,1.0,0.0,389897.4258204434
1771,4,2,1974,1.0,0.0,0.0,200966.91594055408
2285,5,1,1980,0.0,0.0,1.0,290919.3803451307
1031,5,3,2018,1.0,0.0,0.0,152362.97929380325
2792,4,3,2005,0.0,0.0,1.0,315935.8993382245
1091,3,3,2008,0.0,1.0,0.0,118641.74514948796
1431,4,2,1977,0.0,1.0,0.0,203919.03147343773
2409,5,3,2008,0.0,0.0,1.0,320732.8357931695
2874,2,2,1964,0.0,0.0,1.0,377979.37937571015
2648,3,3,1983,1.0,0.0,0.0,243233.1916506508
1980,3,2,1999,0.0,1.0,0.0,159863.9956810284
1046,2,1,1999,0.0,1.0,0.0,170707.32182677454
1766,5,1,2001,0.0,0.0,1.0,243601.34639876892
2618,4,1,2012,0.0,0.0,1.0,288993.6469502971
1919,3,3,2007,0.0,1.0,0.0,224202.0857901244
1324,2,3,1965,0.0,0.0,1.0,154178.05353238888
2486,5,3,1978,0.0,0.0,1.0,307700.4435953008
2947,4,2,1986,0.0,0.0,1.0,383695.5143540937
2097,2,2,1951,1.0,0.0,0.0,179617.34523486867
1557,3,3,1991,0.0,1.0,0.0,205137.01802840905
2014,2,2,1966,0.0,1.0,0.0,280118.04011132667
2500,4,3,1980,0.0,0.0,1.0,176234.1858258653
1711,2,1,1989,1.0,0.0,0.0,171995.86517246527
1818,5,2,2017,1.0,0.0,0.0,195046.86579205643
1328,5,3,2006,0.0,1.0,0.0,106235.53379983864
1691,4,3,1959,0.0,0.0,1.0,190439.16064498023
2179,2,1,2020,0.0,0.0,1.0,260453.1981539379
1488,3,3,1978,0.0,1.0,0.0,170619.3405445655
2589,4,2,1992,0.0,0.0,1.0,227762.6206385513
2628,4,3,1963,0.0,1.0,0.0,310644.1224901181
2353,4,1,2014,0.0,0.0,1.0,352243.84374203807
2919,3,2,2008,0.0,0.0,1.0,315644.33768474724
1896,5,2,1988,0.0,0.0,1.0,256779.04438220995
1795,2,3,1985,1.0,0.0,0.0,265399.2764300769
1140,5,1,1954,0.0,0.0,1.0,166347.73934794587
1161,5,1,1975,0.0,1.0,0.0,146273.3786795758
1057,4,2,1952,0.0,0.0,1.0,107251.3527178455
1695,2,1,1960,0.0,0.0,1.0,141825.54576354608
2628,2,1,1977,0.0,1.0,0.0,168311.05746942197
2350,3,2,1977,0.0,0.0,1.0,280666.858588537
2851,5,2,1991,1.0,0.0,0.0,364771.0730689353
2680,3,2,1980,0.0,0.0,1.0,311689.7805697078
1023,4,2,1999,0.0,1.0,0.0,74929.1175081977
2207,4,3,1999,0.0,0.0,1.0,229503.03576816287
1132,4,3,1991,1.0,0.0,0.0,138868.0157217689
1688,2,2,1993,1.0,0.0,0.0,174827.21391631808
2967,3,3,2005,0.0,1.0,0.0,322142.3149728105
1431,4,2,1987,0.0,1.0,0.0,168693.13666366384
1779,4,2,1990,0.0,0.0,1.0,243951.88911799717
1245,2,1,1994,1.0,0.0,0.0,127269.12419602762
2397,4,2,1999,1.0,0.0,0.0,161405.49518728477
1325,3,1,2006,0.0,1.0,0.0,48179.11601324917
1117,2,2,1997,0.0,1.0,0.0,62277.05245547429
1761,3,1,1956,0.0,0.0,1.0,114291.6550332589
2332,3,2,1995,0.0,1.0,0.0,275456.46072476945
2292,4,2,2017,0.0,0.0,1.0,203541.50267972445
2035,4,2,2019,1.0,0.0,0.0,314026.718855168
1881,3,2,1968,1.0,0.0,0.0,224044.17755002712
1632,4,2,1995,1.0,0.0,0.0,186127.07943835168
2527,2,3,1960,0.0,0.0,1.0,152606.16107348673
2598,2,1,2015,0.0,0.0,1.0,333331.61640642985
2078,3,2,1985,0.0,1.0,0.0,142419.610861944
2065,2,1,1987,0.0,1.0,0.0,256067.9548971971
2995,3,2,1981,0.0,0.0,1.0,339930.7321753051
2644,4,3,1950,0.0,0.0,1.0,307598.2895940695
1133,4,3,1956,0.0,1.0,0.0,76819.10433538724
1278,3,1,2021,0.0,0.0,1.0,96804.00363789932
2362,2,2,1995,0.0,1.0,0.0,297730.0059752787
1234,5,1,1999,0.0,0.0,1.0,196146.75126065977
1740,4,3,1967,1.0,0.0,0.0,266645.1291212855
2885,4,3,2021,0.0,1.0,0.0,309760.58258888463
1406,5,3,1984,1.0,0.0,0.0,160245.0390629769
1169,5,2,1963,0.0,0.0,1.0,58068.50679330739
1639,4,2,1967,0.0,0.0,1.0,279685.08273834817
1605,2,2,1991,0.0,1.0,0.0,172058.3365884807
2753,5,3,2007,0.0,0.0,1.0,302998.638898434
1185,3,2,1973,0.0,0.0,1.0,122891.68801906152
1584,5,3,1953,0.0,0.0,1.0,237148.66421792004
2544,3,1,2020,1.0,0.0,0.0,338353.3231198121
2503,3,2,1961,0.0,0.0,1.0,233818.42060038116
2687,5,3,1982,0.0,0.0,1.0,209205.46785958452
2766,3,1,1997,1.0,0.0,0.0,384555.695042138
2995,5,3,1983,0.0,1.0,0.0,372347.0327302893
2292,4,2,1991,1.0,0.0,0.0,223931.34318492468
2525,2,2,2002,0.0,0.0,1.0,306789.763954175
2548,3,3,1990,0.0,1.0,0.0,341352.511858108
2495,2,3,1984,0.0,0.0,1.0,277491.6165190224
2644,3,1,1980,0.0,1.0,0.0,376248.2510637535
2384,3,3,2017,0.0,0.0,1.0,269490.6057604734
1953,2,3,1968,0.0,1.0,0.0,216435.08133326357
1111,4,2,2009,0.0,1.0,0.0,165642.56962147288
1313,2,1,1958,0.0,1.0,0.0,156232.14825507722
1992,2,2,2000,0.0,1.0,0.0,137423.06518654583
1054,4,1,1952,0.0,0.0,1.0,170832.28928092553
2501,2,3,1977,0.0,1.0,0.0,233612.90277722964
1897,2,2,1991,1.0,0.0,0.0,281431.18203684216
2485,4,3,2017,0.0,0.0,1.0,226332.81420446755
1605,2,3,1973,1.0,0.0,0.0,186155.8942597216
2486,4,2,1978,1.0,0.0,0.0,289486.0130201989
2354,4,1,2011,1.0,0.0,0.0,265274.0039736152
2221,5,2,1993,0.0,0.0,1.0,283750.5730098759
2570,3,2,1972,1.0,0.0,0.0,338461.52510364604
2400,2,3,1975,0.0,1.0,0.0,240143.671671328
1822,4,2,2002,0.0,0.0,1.0,161209.2413647343
1515,5,2,1982,0.0,1.0,0.0,220095.63003312383
2943,5,3,1998,1.0,0.0,0.0,370903.69050211
2689,5,1,1966,1.0,0.0,0.0,376763.8077006164
1665,4,1,1981,0.0,1.0,0.0,151754.5843927354
1216,5,1,1955,0.0,1.0,0.0,145806.43641691396
2455,5,3,1989,0.0,1.0,0.0,239949.0153585387
1176,4,1,2004,1.0,0.0,0.0,117462.6768997454
1392,3,2,1965,0.0,0.0,1.0,234582.20278065169
1555,3,3,1984,0.0,1.0,0.0,158491.15120114994
1329,4,1,1978,1.0,0.0,0.0,212789.66345399088
1078,3,2,1975,1.0,0.0,0.0,194399.7792981604
2073,4,2,2005,1.0,0.0,0.0,222818.10714815275
1048,4,1,1994,0.0,1.0,0.0,167477.15798209034
2700,5,1,1978,0.0,1.0,0.0,303766.0325385108
1301,4,2,1964,0.0,0.0,1.0,221489.8289822899
2134,2,1,1972,0.0,1.0,0.0,226668.3136006004
